"","X","runnum","n","spreadern","ntype","ptrustavg","passlimit","accpthres","itrustavg","stepsn","fininitval","X","agents.n","links.n","spreaders.avglinks","ambiv.n","ambiv.avglinks","ambiv.cluster.coeff","ambiv.betweenness","ambiv.eigencent","ambiv.pgrank","ambiv.closeness","rej.n","rej.avglinks","rej.coeff","rej.betweenness","rej.eigencent","rej.pgrank","rej.closeness","aa.n","aa.avglinks","aa.coeff","aa.betweenness","aa.eigencent","aa.pgrank","aa.closeness","as.n","as.avglinks","as.coeff","as.betweenness","as.eigencent","as.pgrank","as.closeness","believers.n","misinfo.avgexpose.n"
"6264",6264,6264,1500,5,"""scale-free""",75,1,25,50,500,"count turtles",6264,1500,1499,2.6,380,2.04473684210526,0,7981.76052631579,0.0198970113572607,0.000676611449878025,0.116577550156784,73,2.05479452054795,0,4698.43835616438,0.0095409890095164,0.000690101043037636,0.11280114683879,67,2.01492537313433,0,6148.70149253731,0.0133929738256288,0.000675345469145424,0.11226676495026,980,1.97551020408163,0,5128.15408163265,0.019739578186234,0.000660471557624346,0.11743028027987,902,0.858666666666667
"6265",6265,6265,1500,5,"""scale-free""",75,1,25,50,500,"count turtles",6265,1500,1499,2.8,407,1.93611793611794,0,3760.74692874693,0.0141135259422628,0.000652172541037924,0.117619208398519,63,1.92063492063492,0,3131.55555555556,0.0122983503047871,0.000648825401887945,0.116517525523292,73,1.9041095890411,0,4852.20547945205,0.0171309661342598,0.000640813092978984,0.120010140980759,957,2.03761755485893,0,6988.70846394984,0.0173353535756097,0.000675977450043007,0.117251055237979,932,0.912
"6266",6266,6266,1500,5,"""scale-free""",75,1,25,50,500,"count turtles",6266,1500,1499,2,409,1.88753056234719,0,4185.60146699267,0.00582853134041851,0.000639726039799041,0.104986747109338,92,2.07608695652174,0,3725.83695652174,0.00481307369398679,0.000694115625877267,0.106596472048973,51,2.25490196078431,0,20103.3137254902,0.0121162557537236,0.000735876929258036,0.105802242471685,948,2.0253164556962,0,7150.73206751055,0.00886092205712208,0.000671902625263,0.106083945504492,847,0.854
"6267",6267,6267,1500,5,"""scale-free""",75,1,25,50,500,"count turtles",6267,1500,1499,1.4,410,1.97073170731707,0,6116.48536585366,0.0153287636859314,0.000659790402678336,0.117378975625175,80,2.3875,0,8825.9625,0.0262381324019246,0.000767474498842501,0.124802497182303,76,1.73684210526316,0,3584.82894736842,0.0140096304755159,0.0005897006107761,0.116677675211592,934,1.99892933618844,0,5559.48608137045,0.0176448486144136,0.000667313413892396,0.119049190205833,677,0.686
"6268",6268,6268,1500,5,"""scale-free""",75,1,25,50,500,"count turtles",6268,1500,1499,1.4,404,1.9480198019802,0,7399.08415841584,0.00919242715511931,0.000647980006812849,0.111732188603003,51,3.17647058823529,0,21169.5490196078,0.0300011212460982,0.000977143339225516,0.116527071515836,87,1.88505747126437,0,3159.16091954023,0.0107086300115859,0.000636238838682454,0.110489676140233,958,1.96764091858038,0,5136.47599164927,0.0075294889092208,0.000660781824615588,0.111108213827068,743,0.707333333333333
"6269",6269,6269,1500,5,"""scale-free""",75,1,25,50,500,"count turtles",6269,1500,1499,7.2,376,1.96808510638298,0,5202.14095744681,0.0116650532547043,0.000660676133106267,0.113241615678912,92,1.69565217391304,0,3094.86956521739,0.0116896764143527,0.000577314467664242,0.11002201319731,70,2.14285714285714,0,5902.15714285714,0.0104872701665586,0.000710384428621737,0.111339545118053,962,2.02910602910603,0,6798.77338877339,0.0148325462628701,0.000674372071645957,0.112901403123213,923,0.896666666666667
"6270",6270,6270,1500,5,"""scale-free""",75,1,25,50,500,"count turtles",6270,1500,1499,1,396,1.98737373737374,0,4972.5404040404,0.0098475808179523,0.000665539748305144,0.113192229982463,81,2.01234567901235,0,6118.11111111111,0.013409471904243,0.000668137406673056,0.113333975738714,69,1.78260869565217,0,4773.79710144928,0.00785589214847961,0.00060227673196378,0.110868734905942,954,2.01781970649895,0,6669.72746331237,0.0104108152752615,0.000671666703590298,0.112807742288156,797,0.782
"6271",6271,6271,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6271,1500,1499,4.4,399,1.92731829573935,0,3944.15789473684,0.0128644860531463,0.000646895586920935,0.125922635201696,92,2.35869565217391,0,6907.96739130435,0.0135729688735896,0.00076810103236382,0.126353555152035,68,2.64705882352941,0,17774.3088235294,0.0281816014896073,0.000833237258585042,0.127816836587914,941,1.94686503719447,0,5016.56323060574,0.0105710285801824,0.000653095889752702,0.124766349360837,720,0.732666666666667
"6272",6272,6272,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6272,1500,1499,1.6,410,1.92682926829268,0,5663.11219512195,0.0160568461768471,0.000644422989474811,0.123102337961258,60,2.5,0,10787.35,0.0179217574072505,0.000803898960715238,0.125620907104254,64,2.015625,0,5802.609375,0.0160969786820554,0.000662868074940898,0.125534036687967,966,1.99689440993789,0,5158.69047619048,0.0163056037128596,0.000667835486414281,0.122733318363495,801,0.793333333333333
"6273",6273,6273,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6273,1500,1499,1,437,1.9908466819222,0,7095.12814645309,0.00909110264841659,0.000663629498176354,0.11351568766209,83,2.12048192771084,0,7456.19277108434,0.00323890420065662,0.000697446932505135,0.114544984205527,55,2.85454545454545,0,10808.6363636364,0.0218539638147582,0.000903199729841907,0.112653978174596,925,1.94054054054054,0,5133.12756756757,0.00576365077513922,0.000651275490548868,0.114238325470774,706,0.739333333333333
"6274",6274,6274,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6274,1500,1499,1.2,408,1.82107843137255,0,3744.01715686275,0.0125636104898694,0.000614648959156685,0.110635819701308,81,2.08641975308642,0,11455.1358024691,0.0249784068416057,0.000684221366699463,0.11191268260571,64,1.78125,0,3066.3125,0.0131581100134298,0.00059947081145005,0.115577122125658,947,2.08236536430834,0,6979.45617740232,0.0118993272279469,0.000692117383345948,0.111546100084643,686,0.690666666666667
"6275",6275,6275,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6275,1500,1499,1.6,387,2.03100775193798,0,6225.0180878553,0.00934299362860976,0.000677328411530852,0.122347359217722,85,1.69411764705882,0,2760.47058823529,0.00571579525815815,0.000580862988414598,0.121822681757016,69,2.14492753623188,0,5373.33333333333,0.00863591889763729,0.000708024599395798,0.121005148195968,959,2.00208550573514,0,5523.14702815433,0.00912936388229103,0.000666993590577695,0.123304437334448,932,0.904
"6276",6276,6276,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6276,1500,1499,1.6,386,1.99740932642487,0,7349.76943005181,0.00528137431584804,0.000668908825024296,0.109056349310535,66,1.8030303030303,0,2798.72727272727,0.00951509956708069,0.000609408753324231,0.112232884270231,94,2.02127659574468,0,2917.64893617021,0.00571509468596549,0.000680467638179855,0.111709280897572,954,2.0104821802935,0,6254.19182389937,0.0099818985180947,0.000668360857266578,0.111676766355249,957,0.918666666666667
"6277",6277,6277,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6277,1500,1499,1.8,403,2.10173697270471,0,10118.6228287841,0.0130873806666483,0.000692283181280321,0.112458435864197,82,2.13414634146341,0,13183.8658536585,0.0103727075557061,0.000698989620488041,0.110801743716494,91,1.78021978021978,0,2585.18681318681,0.00885148514248949,0.000610178087953708,0.110334993005485,924,1.96320346320346,0,4186.4512987013,0.00879363673443267,0.000658188877770804,0.111695976157446,666,0.655333333333333
"6278",6278,6278,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6278,1500,1499,1.6,394,1.9746192893401,0,3699.16497461929,0.0110615068862088,0.000664613161782846,0.126468873618963,87,1.73563218390805,0,2262.01149425287,0.00836354865554342,0.000594984896942953,0.121200330200449,69,1.88405797101449,0,2466.21739130435,0.00645219941615509,0.000638490901232773,0.12290806690172,950,2.04105263157895,0,6682.29894736842,0.0108803428950706,0.000676129322145747,0.125606667762322,916,0.916666666666667
"6279",6279,6279,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6279,1500,1499,1,397,1.97481108312343,0,5334.82115869018,0.00917537451157347,0.000660289270907859,0.121142945344097,102,1.99019607843137,0,5047.79411764706,0.0116704255707815,0.000659138676430642,0.122888016580034,69,1.91304347826087,0,5448.75362318841,0.00926204566858271,0.000648325357829312,0.125069849558335,932,2.01609442060086,0,5755.830472103,0.0116293282423028,0.00067156498365175,0.123248937064367,779,0.806666666666667
"6280",6280,6280,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6280,1500,1499,1.8,407,2.07125307125307,0,4704.36363636364,0.0193572697418278,0.000690116132223348,0.124926983908797,73,2.20547945205479,0,9555.46575342466,0.0254766739885397,0.000726061532651925,0.126248404260361,55,2.29090909090909,0,6507.90909090909,0.0255146898083401,0.000749319715815997,0.123595676201125,965,1.93575129533679,0,5436.93886010363,0.0209961024403085,0.00064757270251982,0.123752379245063,648,0.663333333333333
"6281",6281,6281,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6281,1500,1499,3,383,2.02088772845953,0,4913.64229765013,0.0102767763818811,0.000674274005459934,0.119117849387578,85,1.78823529411765,0,5089.56470588235,0.0152275167866585,0.000597373649541887,0.122673486100107,76,2.28947368421053,0,15048.5921052632,0.017793453116055,0.000741854888041666,0.116600362064535,956,1.98535564853556,0,5413.40481171548,0.0109644039417292,0.000663802640383492,0.118948325234987,825,0.82
"6282",6282,6282,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6282,1500,1499,1.4,387,1.99483204134367,0,6246.3488372093,0.0112527634784848,0.000663533535433745,0.126484854304517,97,1.67010309278351,0,3439.53608247423,0.00533003916386629,0.000578823202436027,0.121377991599188,59,2.03389830508475,0,6015.69491525424,0.00796087212013805,0.000679135997634517,0.124579336962505,957,2.03134796238245,0,5289.90491118077,0.0084532692206606,0.000676068596959675,0.125724816734847,886,0.899333333333333
"6283",6283,6283,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6283,1500,1499,1.8,397,2.1007556675063,0,6746.03274559194,0.0118111207310482,0.000692790627981853,0.125024963374517,90,1.81111111111111,0,2302.35555555556,0.00501852641218708,0.00061784839064862,0.119857964751321,90,2.34444444444444,0,12954.0111111111,0.00556161535171764,0.000753888551022113,0.126235014417568,923,1.93932827735645,0,4613.69989165764,0.00869811203854547,0.000651685586068079,0.122786404502582,902,0.91
"6284",6284,6284,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6284,1500,1499,4.2,414,2.1256038647343,0,5697.43719806763,0.0178851709142194,0.000704384938201262,0.120019932696055,70,1.95714285714286,0,3843.91428571429,0.0184570000324012,0.000654546904487723,0.118522391227622,60,2.23333333333333,0,10027.3833333333,0.0285188251898303,0.000726446058773179,0.1192804395634,956,1.93200836820084,0,5547.9539748954,0.0168255585169642,0.000647468189062914,0.121610368968621,890,0.912666666666667
"6285",6285,6285,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6285,1500,1499,1.4,414,1.88164251207729,0,3400.65217391304,0.00983780982167826,0.000634998238477701,0.122839004698681,59,1.77966101694915,0,6132.1186440678,0.01398349222827,0.000603351957966123,0.121407057936564,78,2.14102564102564,0,5148.96153846154,0.0119352166113886,0.000705122068058165,0.122031964126067,949,2.05163329820864,0,6552.03477344573,0.0124927937586424,0.000681257578969119,0.122729379430173,854,0.852
"6286",6286,6286,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6286,1500,1499,1,377,1.79840848806366,0,4577.77718832891,0.00709492657790631,0.000610396735745044,0.111751517998008,73,2.63013698630137,0,16104.6301369863,0.0226937916352299,0.000828062213413306,0.116654718931067,87,1.85057471264368,0,2979.68965517241,0.00654955989144522,0.00063254125187175,0.110157267280762,963,2.04257528556594,0,6238.86708203531,0.00858353691508191,0.000679543925370825,0.114181915233542,421,0.405333333333333
"6287",6287,6287,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6287,1500,1499,1.8,392,1.94642857142857,0,4535.81887755102,0.00970893751806107,0.000653440127060821,0.101489538515684,82,2.31707317073171,0,15096.4390243902,0.0153089707795654,0.000755318158793624,0.105156622461586,76,1.69736842105263,0,2741.02631578947,0.0121002289392529,0.000576747139246963,0.102612199454829,950,2.01684210526316,0,7337.24421052632,0.00970854474421427,0.000671665893250854,0.102115495586866,510,0.504
"6288",6288,6288,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6288,1500,1499,1.8,398,1.96482412060302,0,6514.92462311558,0.0160724324163346,0.000653041828634486,0.119733348448601,95,2.17894736842105,0,7729.03157894737,0.0240591147005911,0.000711769081114899,0.121264510649017,71,1.74647887323944,0,2659.54929577465,0.00734292758954334,0.000596493796529662,0.115160177202473,936,2.01388888888889,0,5455.68803418803,0.0142804494868325,0.000673205373871745,0.118673654147605,652,0.673333333333333
"6289",6289,6289,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6289,1500,1499,1.8,392,2.05357142857143,0,8400.28571428571,0.0155339776802242,0.000678927371794075,0.117619738502124,59,2.40677966101695,0,4143.81355932203,0.00886803105591048,0.000794788350171673,0.115996730342344,70,2.22857142857143,0,5591.04285714286,0.0160709782343118,0.000732128639853386,0.118988226650349,979,1.93564862104188,0,4934.28498467824,0.01364181327841,0.000649355416554502,0.117216029812661,914,0.899333333333333
"6290",6290,6290,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6290,1500,1499,2,383,1.96605744125326,0,6338.47780678851,0.0169195675224392,0.000657755707947489,0.110119211478636,76,1.53947368421053,0,1101.80263157895,0.00888450690493613,0.000541956406597962,0.106976052479697,60,1.75,0,4809.9,0.0155292326817687,0.000593919806097278,0.107842923168989,981,2.06218144750255,0,6818.52191641182,0.0112765708311675,0.000684256563291367,0.108925972821056,980,0.962666666666667
"6291",6291,6291,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6291,1500,1499,3.6,396,2.02020202020202,0,6283.01515151515,0.00928242983675495,0.000670449569460184,0.123452130515789,105,1.98095238095238,0,3817.4380952381,0.00678106895838322,0.000665145323136658,0.1223912325721,50,1.68,0,1969.24,0.00389375322842249,0.000583656397154982,0.118792718685666,949,2.00842992623815,0,5652.87144362487,0.0086383139431654,0.000669630022873202,0.122625037974796,822,0.85
"6292",6292,6292,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6292,1500,1499,2.4,422,2.05687203791469,0,6909.17772511848,0.00933870361656837,0.000684728508132832,0.109368895947831,80,1.9,0,4723.2375,0.0053219386860609,0.000637781548935518,0.112289561466467,72,1.79166666666667,0,2812.61111111111,0.0146468219957012,0.000608893963468757,0.112873366484954,926,1.99676025917927,0,6393.12742980562,0.0109336695456687,0.000665422980867552,0.109751035281176,817,0.849333333333333
"6293",6293,6293,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6293,1500,1499,1,393,1.96692111959288,0,4576.82188295165,0.00883894550820818,0.000658957439320198,0.122724733552831,90,2.07777777777778,0,12210.6111111111,0.0178207251254721,0.000676693871162896,0.119045275429258,68,1.70588235294118,0,2603.57352941176,0.00901559223132119,0.000585439133287216,0.122494415941618,949,2.02528977871444,0,5623.39199157007,0.00988935626247815,0.000674728574161192,0.123002719796005,485,0.495333333333333
"6294",6294,6294,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6294,1500,1499,1.4,414,1.96376811594203,0,6481.19082125604,0.00697096414575842,0.000658603251795488,0.111382103565767,65,2.07692307692308,0,4498.26153846154,0.00992991447642626,0.000684333475111399,0.11464573815313,84,2.47619047619048,0,17052.0476190476,0.0224517632464352,0.00079270248593421,0.113976376167452,937,1.965848452508,0,5136.16115261473,0.00768056309377062,0.000657704982983941,0.112351033696003,867,0.876666666666667
"6295",6295,6295,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6295,1500,1499,1.2,428,1.89252336448598,0,4694.45560747664,0.0108462166425569,0.000636091073041233,0.121196124798369,72,1.94444444444444,0,4170.18055555556,0.00630044240498783,0.000656986359533882,0.121037600458935,62,2.09677419354839,0,3472.85483870968,0.0140561075353333,0.000695566383629477,0.123853346208122,938,2.04477611940298,0,6255.53731343284,0.0106377223527471,0.000679450839090497,0.122187723658642,893,0.919333333333333
"6296",6296,6296,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6296,1500,1499,2.4,398,1.9070351758794,0,4500.22361809045,0.00830617015360448,0.000640700024168694,0.125553148281026,82,1.73170731707317,0,4128.5243902439,0.00587980706334595,0.000596915533243412,0.120518130072229,69,1.71014492753623,0,2720.23188405797,0.00964032240174635,0.000588444934930928,0.123584647713485,951,2.08096740273396,0,6232.22397476341,0.0112507640254877,0.000689223571130038,0.125344120408718,882,0.886
"6297",6297,6297,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6297,1500,1499,1,405,2.10864197530864,0,7093.40987654321,0.0146253527336307,0.000699601191435493,0.115900812486257,76,2.07894736842105,0,4293.17105263158,0.00923663706655321,0.000697346814804176,0.114398852599698,46,1.80434782608696,0,2845.52173913043,0.00499362285281895,0.00061883937164843,0.113628559756635,973,1.95580678314491,0,5824.9681397739,0.012299036769621,0.00065282276305003,0.114305383973878,851,0.856666666666667
"6298",6298,6298,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6298,1500,1499,2.2,409,2.15892420537897,0,8252.31295843521,0.0205720286370114,0.000707542291301394,0.12645250980821,80,2.125,0,7300.125,0.0132857362154257,0.000708162167923336,0.123698063715984,86,2.01162790697674,0,6325.63953488372,0.00998154454515661,0.000676452869580276,0.119119657454119,925,1.91567567567568,0,3966.09405405405,0.0139261104549243,0.000644094359610767,0.12475086344426,819,0.828666666666667
"6299",6299,6299,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6299,1500,1499,2.6,436,1.9243119266055,0,4383.09403669725,0.00945674397887445,0.000649188320770116,0.126025029043597,73,1.6986301369863,0,2145.06849315068,0.00339305687736769,0.000581710219412763,0.121532490952384,55,2.03636363636364,0,3299.69090909091,0.00400952849042443,0.000681779740142425,0.123928387838841,936,2.05448717948718,0,6391.55982905983,0.0104109057623039,0.000680546111559042,0.12532556826614,914,0.933333333333333
"6300",6300,6300,1500,5,"""scale-free""",75,1,25,75,500,"count turtles",6300,1500,1499,1.2,385,1.84155844155844,0,3139.66753246753,0.0109382694597258,0.000624469219420183,0.116480278404743,77,2.06493506493507,0,3822.22077922078,0.013758388872913,0.000687413241839798,0.117618778874191,106,1.61320754716981,0,3338.83962264151,0.0099545800775623,0.000550706384669382,0.113514599931541,932,2.1019313304721,0,7409.18669527897,0.0165261953402664,0.000695572590264602,0.118136143275694,891,0.876666666666667
"6301",6301,6301,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6301,1500,1499,1.8,412,2.03398058252427,0,6879.39805825243,0.0102328807736494,0.00067515737010102,0.113032282877805,76,2.34210526315789,0,12881.4342105263,0.00740792625385903,0.000761987281047206,0.112806691178088,48,2.125,0,13883.2708333333,0.0161878469092929,0.000691338096141171,0.114215400467953,964,1.95020746887967,0,4963.80705394191,0.00787026138078278,0.000654294503676365,0.110893125245126,784,0.799333333333333
"6302",6302,6302,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6302,1500,1499,1.4,411,2.06812652068127,0,8151.94890510949,0.0123081122856642,0.000683863216485536,0.123109559190691,91,2.3956043956044,0,8423.03296703297,0.00960786917463551,0.000772960830985536,0.125965051987599,54,2.03703703703704,0,3808.98148148148,0.00353546516209046,0.000685548528073206,0.116376172713839,944,1.92796610169492,0,4340.06461864407,0.00935262211658514,0.000647852925729669,0.121185752934322,679,0.713333333333333
"6303",6303,6303,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6303,1500,1499,1.2,407,1.78869778869779,0,3694.57493857494,0.00886164527879147,0.000606396898332879,0.113650373670155,55,1.65454545454545,0,4564.67272727273,0.0104347909532933,0.000567024189719861,0.11271648149358,92,1.81521739130435,0,8769.33695652174,0.00631552139617392,0.000616805288893208,0.11180958469265,946,2.12684989429175,0,6962.64587737844,0.00861895756400618,0.000703238948589588,0.113248886493879,893,0.888
"6304",6304,6304,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6304,1500,1499,1.6,416,2.05288461538462,0,4746.30528846154,0.0140480145434526,0.000687033768589972,0.103525406261285,70,1.88571428571429,0,3874.4,0.0102593073111956,0.000632826484365689,0.0999352368270225,67,2.01492537313433,0,3595.80597014925,0.0171773925963687,0.000673613030519768,0.103361332770358,947,1.98204857444562,0,8017.51742344245,0.0163830655062423,0.000659729699383474,0.10380914127296,871,0.882666666666667
"6305",6305,6305,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6305,1500,1499,1.4,414,1.98792270531401,0,4324.59903381642,0.00549459556895999,0.000668281275153937,0.12363263156617,65,1.81538461538462,0,2813.41538461538,0.00914025105100027,0.000624065164559191,0.12347064762488,49,1.71428571428571,0,2431.36734693878,0.0102151868347464,0.000584708168533306,0.127394255674728,972,2.0298353909465,0,6319.56893004115,0.00985825425213323,0.000672959481617068,0.125617329323339,925,0.931333333333333
"6306",6306,6306,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6306,1500,1499,1.6,434,1.89170506912442,0,3908.52304147465,0.00892009692149999,0.000637306640124419,0.136430868327998,77,2.25974025974026,0,9490.12987012987,0.00559090208343066,0.000733181782938341,0.133919120979503,38,2.02631578947368,0,2751.86842105263,0.00337432127451437,0.000681393259954405,0.133443847657876,951,2.02523659305994,0,5147.78548895899,0.0108204563150115,0.000674091458487363,0.136555249522336,710,0.744
"6307",6307,6307,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6307,1500,1499,1.4,414,1.89855072463768,0,4548.48550724638,0.010138084910801,0.000637403146866105,0.129019856216101,100,2.02,0,6224.58,0.00950570456917091,0.000669557896526691,0.125931101112212,75,1.73333333333333,0,2734.82666666667,0.00656742717118196,0.00059527558256143,0.128869497847912,911,2.06366630076839,0,5719.7420417124,0.0117551685901081,0.000685525399399183,0.128926537221478,702,0.741333333333333
"6308",6308,6308,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6308,1500,1499,1.6,419,1.89260143198091,0,4036.84964200477,0.00879670629971769,0.000637093455599817,0.119800315194785,77,2.20779220779221,0,4632.28571428571,0.0106313149210292,0.000731689724197724,0.118552775824971,71,1.97183098591549,0,7661.91549295775,0.0155155074121595,0.000647596298745721,0.119362767844072,933,2.03108252947481,0,6571.39978563773,0.010213719868075,0.000676032578916942,0.118375846161785,859,0.862
"6309",6309,6309,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6309,1500,1499,2.6,414,2.1231884057971,0,6277.65458937198,0.00719123498956132,0.000703088851006182,0.122118984105116,91,1.85714285714286,0,2373.25274725275,0.00767360692786656,0.000634282899117129,0.123861790632787,87,2.05747126436782,0,4137.35632183908,0.00748977749719195,0.000686978091857394,0.123162485013515,908,1.95044052863436,0,5694.91299559471,0.0102131448895986,0.000651359446995802,0.123603610686397,860,0.904
"6310",6310,6310,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6310,1500,1499,2,410,2.10487804878049,0,8311.02682926829,0.0109874033886254,0.000696561717640069,0.108699480008599,63,1.71428571428571,0,1779.30158730159,0.00683716034788247,0.000592989196663185,0.109447012373478,50,1.66,0,1732.96,0.00787869217797806,0.000574626460194935,0.110433771899698,977,1.98976458546571,0,6052.77175025589,0.00918549344459067,0.000663582449711406,0.109335723781872,959,0.952666666666667
"6311",6311,6311,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6311,1500,1499,1.8,404,2.11138613861386,0,6649.49752475248,0.0238270711285209,0.000697339066606992,0.117057068287548,97,1.82474226804124,0,4000.77319587629,0.0158101095432348,0.00061789397697067,0.115390025314521,58,2.17241379310345,0,7898.72413793103,0.0238693920507145,0.000711962031162744,0.114816333173359,941,1.95749202975558,0,5680.26354941552,0.0219186169111209,0.00065573379757405,0.115789597834315,829,0.842666666666667
"6312",6312,6312,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6312,1500,1499,1.2,425,2.06117647058824,0,7930.80235294118,0.00823810605653854,0.000681722575843149,0.116586147920199,75,2.36,0,9664.42666666667,0.0116326430292609,0.000775560907902317,0.114382293589655,72,1.94444444444444,0,4665.41666666667,0.00520926086075204,0.000651268305478063,0.114350344011332,928,1.94504310344828,0,4702.99245689655,0.00917272388856975,0.000652165430150395,0.116483467131514,716,0.732
"6313",6313,6313,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6313,1500,1499,2,405,2.15555555555556,0,8000.39012345679,0.0153698956425623,0.000708682025709208,0.117410724823738,72,2.11111111111111,0,5685.08333333333,0.0153711311442444,0.000695590578640625,0.117778065046363,52,2.25,0,5727.92307692308,0.0133363985896426,0.000737286943459959,0.117820633868393,971,1.91143151390319,0,5158.38619979403,0.0107771934578931,0.000643215588945137,0.115444768518894,809,0.821333333333333
"6314",6314,6314,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6314,1500,1499,3.4,412,2.01699029126214,0,5981.3713592233,0.0130563749923462,0.00067420872076656,0.112031051762951,70,1.98571428571429,0,3642.48571428571,0.019039497170654,0.000662911835696592,0.116851704221229,57,1.87719298245614,0,5427.0701754386,0.0111723546435007,0.000624059791521951,0.111582745208542,961,1.99895941727367,0,6450.97814776275,0.0155869525703956,0.000666233892225457,0.1126514685461,893,0.897333333333333
"6315",6315,6315,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6315,1500,1499,1.8,391,1.92838874680307,0,4512.41943734015,0.00790228512847392,0.000645598332849305,0.119872620417587,77,1.90909090909091,0,3392.44155844156,0.00828012987851622,0.000644937598846923,0.117659818903728,75,2.42666666666667,0,11819.9733333333,0.0129766613269303,0.000788673002865758,0.120163368743984,957,2.00104493207941,0,5984.7565308255,0.0117697450308743,0.000667461213719726,0.119381969716905,898,0.898
"6316",6316,6316,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6316,1500,1499,1.4,400,1.875,0,3933.045,0.00807856227752842,0.000630386682780193,0.115616737182792,60,2.38333333333333,0,18542.75,0.0184520998064635,0.000784354107086751,0.116446435344614,68,2.38235294117647,0,12345.8088235294,0.00751292750809292,0.000776390436480195,0.112815668349001,972,1.99897119341564,0,5618.06069958848,0.0101234594445365,0.000666655895866321,0.114439644472581,637,0.608
"6317",6317,6317,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6317,1500,1499,3,385,2.04155844155844,0,6979.45714285714,0.0222227402573953,0.000676825510404933,0.113212134863803,71,2.16901408450704,0,6527.19718309859,0.0246670823859789,0.000717404911969648,0.115206281038376,82,1.91463414634146,0,3580.13414634146,0.0190964869396763,0.000648524293865462,0.11126926957744,962,1.97609147609148,0,5919.09667359667,0.0182327756022308,0.000660402741837097,0.113194285362939,833,0.808
"6318",6318,6318,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6318,1500,1499,2,400,2.24,0,9029,0.0133199203469609,0.00073245076165638,0.120556245382193,109,1.8348623853211,0,2584.56880733945,0.0070212003296259,0.000625763002711992,0.123028888344062,94,1.77659574468085,0,4906.76595744681,0.0108546807653489,0.000603404578984316,0.119194972137952,897,1.93422519509476,0,4746.3779264214,0.00779613721134931,0.000648931435470808,0.119639429009936,848,0.884666666666667
"6319",6319,6319,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6319,1500,1499,1.2,404,1.9950495049505,0,3920.95544554455,0.00828290188807057,0.00067042721288373,0.124709348528814,65,2.07692307692308,0,4798.03076923077,0.00994651291916154,0.000688183688374791,0.12492704758772,102,1.99019607843137,0,9629.51960784314,0.00757743919504702,0.000670000939809308,0.122601149674502,929,1.9956942949408,0,5681.52637244349,0.0102875026098413,0.00066315970978478,0.125041196019635,883,0.876666666666667
